,mode
13086,1
44689,1
10984,3
25208,3
61669,3
36995,3
33535,1
34942,1
63875,3
41608,1
34156,1
67920,1
39589,3
57698,3
9043,0
39225,0
36216,1
43113,0
76289,0
9613,0
12371,3
40170,3
76290,3
57236,1
62836,1
60665,1
72711,1
43683,3
75215,3
55537,1
51081,3
23917,1
38668,1
8522,1
4059,1
49764,2
30758,1
40509,0
62614,0
50932,1
55050,0
55846,3
4673,0
55750,0
7761,1
31200,1
36057,0
75101,1
80935,1
25111,0
17463,1
10317,3
43863,1
57675,3
21697,1
40945,0
73306,3
19952,1
68009,0
8274,1
72432,1
11934,0
1554,3
23495,3
15564,0
15731,3
6850,3
6943,1
58495,0
2898,0
64576,1
80211,1
73964,1
65222,1
51518,3
74678,3
58426,3
7495,3
55503,1
70772,3
47556,3
80387,3
24301,0
38781,3
24010,3
17817,1
27989,1
42650,1
18442,3
69536,3
10010,2
47569,1
29935,3
18173,1
2073,1
70433,3
49423,3
75527,3
72407,0
4256,3
42629,1
28643,1
45713,0
7164,3
59304,1
8873,1
73143,1
17995,1
15135,3
30777,1
283,3
30047,3
52261,1
41879,1
75810,3
55840,3
68417,1
49242,3
1715,1
43241,1
22067,3
2907,1
10253,3
50915,1
78370,1
33977,3
1220,0
33322,1
26466,1
15474,0
24872,1
65808,3
71099,0
20985,3
46595,3
68489,1
30418,0
31664,0
44476,3
79667,3
59347,3
62964,1
74999,1
57809,1
76750,3
40865,3
40147,3
51713,3
80380,1
35647,3
55375,3
65010,0
42365,3
80806,3
41161,0
41661,3
80652,3
59178,3
66496,1
64294,1
51282,1
30369,3
48422,1
52729,3
61371,3
47666,3
2463,0
50164,3
9601,3
59498,3
36791,3
15429,1
52547,1
65643,3
853,2
22926,3
65295,3
31537,1
15827,3
67893,1
27627,3
50593,1
10294,3
62111,0
16096,3
53369,3
23796,3
37178,3
56197,0
61474,3
39665,3
38195,3
72263,1
37556,0
42122,1
44030,3
76012,3
72971,3
19472,3
80846,1
37155,3
39722,1
23785,1
18576,3
5572,3
78683,3
5777,3
9279,0
67409,1
20413,0
58738,1
71698,0
20274,3
22154,0
21171,1
65501,1
26552,3
34419,1
15496,0
41015,0
26967,1
43018,3
20898,1
28191,3
3229,3
4631,3
30630,1
6802,0
26375,1
34909,3
59067,3
29508,3
29525,1
9301,1
50996,1
24950,3
3723,3
38339,1
14183,3
738,3
46967,1
7917,3
46692,1
6235,3
54287,1
13697,3
39486,3
40668,3
64045,1
77266,1
78055,3
69596,1
25735,3
66436,1
8395,0
52361,3
57701,3
48099,3
4890,3
76308,1
57222,0
41454,1
5621,3
69841,1
1855,1
4408,3
51405,0
66352,2
46192,3
8523,1
62328,3
80708,0
659,1
9165,2
70383,3
17213,1
72941,1
49105,3
53447,0
73111,1
4651,3
37401,3
19962,1
56664,1
73899,1
57296,0
68932,1
79237,3
57075,3
64660,0
58908,1
29106,3
62571,3
21286,3
71865,1
27481,3
69691,2
25955,3
25807,1
16530,3
2217,0
49837,1
48744,3
79109,3
61757,2
11988,1
79609,3
11933,0
27840,3
58028,0
64461,0
33614,1
14424,1
23971,3
54116,1
28673,3
52197,0
47891,1
35392,1
33940,1
74689,1
70159,3
69056,3
7779,1
12732,1
33004,3
70276,1
61039,3
12592,3
28212,3
51063,1
43443,1
71226,3
34807,0
36412,1
67771,0
31820,1
7417,1
46231,0
51154,1
38706,3
41664,3
47242,3
17932,1
79437,3
80330,0
58702,3
14032,3
61472,3
21998,1
67910,0
67653,1
64437,3
74820,3
59034,3
55749,3
21502,0
33232,3
65900,1
51426,1
40732,1
25405,3
70189,3
17534,1
17570,3
26706,0
34099,0
32878,3
58746,0
55941,1
11529,1
55379,1
55714,1
73880,3
72869,1
77229,0
61450,3
40713,1
34671,3
74995,3
38697,1
69191,1
26956,1
24499,1
50079,3
8178,3
60079,0
12912,1
13964,1
66465,1
4183,1
34382,2
21895,3
19630,1
16097,3
34858,3
34034,3
10853,3
13737,1
29141,1
62843,1
15172,3
52486,1
57212,3
59707,0
30957,3
56743,0
75043,3
2163,1
68014,1
49278,3
72073,3
60268,0
2348,1
44197,3
23962,3
15969,1
55368,3
32320,0
269,3
42765,1
9809,0
60670,1
33942,1
55606,3
17115,3
32384,1
72580,3
15595,3
79743,3
17530,3
48631,1
11042,3
30040,3
45322,1
70548,0
66548,3
44114,1
44287,1
68627,2
73710,1
51156,0
58832,3
16594,3
9259,1
14446,1
29423,3
6784,3
27556,1
16013,3
12037,3
52917,3
25179,1
11947,1
23295,1
71584,1
20216,1
4771,3
17849,1
21170,1
77200,0
80443,2
58035,3
61736,1
2772,1
58119,1
4105,0
12830,3
31697,0
19110,1
30965,3
62094,3
63413,1
31918,3
75248,3
52650,1
51997,1
38621,3
28580,1
12956,3
23378,3
45660,3
37526,3
51199,0
65878,1
402,1
61347,1
70440,3
3156,3
2687,3
11711,1
40339,3
41086,1
65194,1
22986,3
24098,3
45193,0
54629,1
9175,0
46650,3
37225,1
77743,1
41877,1
28551,3
25246,1
74824,1
15296,1
56954,1
45223,3
66695,1
43312,3
12998,3
54444,3
7809,0
48004,3
9538,1
76599,3
70513,3
5893,1
55524,0
47124,3
64396,3
14942,3
5438,3
51648,0
3432,3
44175,3
34362,1
46677,0
3375,2
44077,3
37255,1
57456,1
49053,3
49018,1
75402,3
59750,3
55051,0
23303,3
15067,3
8304,0
10199,3
59746,1
1788,3
6930,3
79063,3
40048,0
64880,1
28178,3
47089,1
77026,3
46744,1
28472,0
28550,3
76372,3
37431,1
54066,3
15832,3
64051,3
10918,1
74539,1
58206,3
78250,3
26590,3
38925,3
16284,3
77044,2
50475,3
58551,3
35125,3
70962,1
77213,2
73147,1
73137,1
54707,3
9162,0
32292,0
74916,1
29933,3
73050,2
9526,0
58869,3
19238,1
80582,1
43921,1
74992,1
39014,1
50323,0
7511,3
48065,3
58269,0
42226,3
8358,3
6020,3
14521,1
7439,3
27733,3
39068,3
63539,3
71804,3
78949,3
40293,0
15710,1
15157,3
76383,1
71501,0
8643,3
32310,0
44765,1
56981,1
70273,1
32018,3
31161,1
66605,0
33210,0
56060,3
14599,1
76478,0
15382,3
59579,3
1822,2
65879,1
6071,0
6467,3
56744,1
11806,3
12967,3
15241,3
20589,0
53353,0
519,3
9536,0
36250,1
8737,1
10753,2
17521,3
36946,3
74670,3
37737,1
20220,3
18827,1
80939,2
31332,1
58950,0
40861,0
36970,0
51417,3
47524,0
61494,3
25413,3
50879,3
14363,1
56490,1
45782,0
61103,3
8480,3
54142,0
61803,3
47275,1
48822,3
2324,1
54398,1
5148,3
53230,3
70651,1
80425,0
62730,0
69314,1
60052,0
63082,3
57666,3
45071,3
14394,1
18729,1
8251,3
24113,0
72548,1
10608,1
12934,3
77405,0
77640,1
13001,3
36257,3
2636,3
24355,3
1346,0
2979,1
19516,3
61427,3
66312,3
4882,3
69106,0
44417,3
29522,3
27805,0
64201,1
73022,1
8322,0
24629,3
11003,1
30457,0
43745,0
7326,3
3104,1
60064,2
21714,3
68085,1
1167,1
28227,3
79220,1
62335,3
15680,1
38425,1
80066,1
32240,0
55877,3
30449,1
54884,0
63450,3
75913,3
32489,0
8286,3
64145,3
69653,0
46249,1
75038,3
17609,3
51625,1
38081,1
27842,0
18129,1
56371,1
73823,3
62164,0
3263,3
59035,1
3929,3
67677,3
20329,1
21234,0
62518,0
63682,0
70233,1
15724,3
55952,1
6502,1
32000,3
2796,1
37331,1
21075,3
46499,3
16330,1
9421,0
66580,1
9038,0
2480,3
70249,3
49579,3
40974,3
72346,3
31420,1
19814,3
53213,0
47811,3
63748,1
59775,0
39277,3
63609,1
19393,1
49055,0
30308,0
4446,3
3613,2
22087,3
71238,0
51023,3
1282,1
21790,3
25953,3
79084,0
77263,1
16618,3
74815,0
6207,3
57815,3
43297,1
30182,1
41818,1
51244,1
1419,3
52141,1
51527,3
80610,3
35001,3
41567,3
12894,1
24434,3
36889,3
34221,1
5590,1
40568,1
69499,1
2949,1
54863,1
43137,0
66787,1
22811,1
53038,3
5772,3
41528,3
41847,3
15914,3
80755,3
35858,1
52043,1
27031,3
24621,1
22275,3
48189,0
40599,3
37803,1
18188,0
18373,3
6133,1
28813,1
36416,3
54564,0
73080,3
80055,0
20335,3
34517,3
62374,3
37103,1
67564,3
34686,3
48424,0
77138,3
57483,1
32730,3
36693,3
18035,1
49952,0
25415,3
35978,3
70451,3
52406,3
78521,3
54209,1
72442,1
72963,1
39073,3
40401,3
726,3
74509,0
57049,3
5003,0
3727,0
80615,1
57432,1
76561,1
78218,1
25361,1
49729,3
68066,1
32796,1
14339,3
18842,1
13387,0
21508,1
52325,3
74972,1
36700,1
49077,0
26596,0
49418,1
7741,0
21087,2
12641,3
43132,0
69556,1
61891,3
62131,1
34384,3
62732,0
45055,1
11364,3
61464,0
58533,3
41332,1
53903,1
24484,1
41953,1
70401,3
28033,3
67482,1
15341,2
44076,3
26829,0
74652,3
72239,3
48907,1
37502,3
60828,0
61894,0
26472,1
27576,3
68252,3
18034,3
1640,1
77843,3
12646,3
28051,1
39741,3
38436,2
42947,3
64570,3
4464,1
49507,3
39503,1
50249,3
11228,1
44234,3
22238,3
65274,3
588,1
39478,1
77075,3
62908,1
9086,3
55455,3
49941,0
66398,1
23699,0
9468,1
20363,3
78395,1
5071,3
49852,3
46722,1
61172,0
5878,1
19519,1
11665,1
64853,3
27395,3
72729,1
39209,1
79129,0
9620,3
50180,0
14753,2
75642,1
1714,1
8156,1
15886,1
43930,1
49798,3
80484,3
59188,3
31806,3
53891,1
14796,3
46194,3
64297,3
35387,1
60801,3
76008,3
45473,1
74415,1
32819,3
33403,3
10981,3
38947,1
72637,1
59427,1
1343,0
7567,3
34220,1
935,1
75892,3
45164,3
41419,2
48251,3
58007,0
72476,3
3847,3
736,3
55181,3
51856,3
19735,0
19451,3
30216,3
75804,3
26554,1
8218,1
59362,1
26493,1
71090,1
11487,3
11449,1
73136,0
15153,3
50145,0
8993,1
56769,3
17720,3
73916,1
34886,1
53630,3
52050,3
30026,0
1442,3
34231,0
57778,3
71426,0
31345,3
38908,3
41110,3
33634,1
68978,3
8589,0
28630,1
56737,2
33549,1
41479,1
58996,1
80221,2
26184,3
42334,1
58276,0
38410,3
59172,0
77784,3
67350,1
1275,1
32968,1
30302,3
24033,1
70986,1
51881,3
4252,1
34625,1
52301,3
57273,3
26978,1
64395,0
22256,3
6988,3
2032,3
79391,1
38263,3
41825,3
50051,3
56412,1
4497,3
10900,1
44517,3
24589,1
24097,1
8766,3
39483,0
76254,3
24607,3
59908,3
17895,1
39205,1
25915,3
73218,3
30962,3
74898,1
50275,3
16743,3
5405,1
63962,3
69375,0
26233,3
20123,0
33641,0
36374,3
70255,3
5865,3
72862,3
68928,1
62256,3
14936,3
4577,1
54015,0
8029,1
80377,0
40650,1
71472,3
48297,3
69892,3
80426,0
32382,1
18810,1
1314,0
7177,1
23690,3
40442,3
60359,1
64443,3
42790,3
65349,3
43027,3
31546,1
27673,1
72494,3
44970,1
50416,1
44672,0
65517,0
35309,0
562,1
74181,0
77807,1
47980,3
49792,3
55631,3
68341,3
39272,3
5382,0
14956,0
33472,1
14808,3
45664,3
72842,1
25624,1
64688,0
45398,3
35207,3
78981,1
50436,0
55498,1
53665,1
19647,0
76931,3
42159,3
35630,3
43146,3
11013,0
68693,0
26072,3
23972,3
62733,3
66963,1
25376,1
33813,0
32452,0
44943,3
71025,1
78705,1
13649,3
14302,1
74799,2
18619,3
1099,3
7097,0
44468,0
58424,0
37426,1
69098,1
75070,0
33251,1
75961,3
39231,3
22648,1
50926,3
15786,3
53308,1
18497,3
30756,1
44357,3
42501,0
42619,1
64786,1
15607,1
69851,0
359,1
28956,0
24298,1
60736,1
36638,1
63256,3
40223,2
38017,2
12789,3
42978,2
47786,3
1146,1
9163,3
54825,1
7026,0
11860,1
2865,3
70629,3
44245,1
36898,1
51987,0
24758,1
51061,1
63844,3
40869,3
3538,1
59734,1
20488,3
13439,3
59177,0
52498,3
24851,2
74887,1
47957,1
6132,1
39806,3
75041,0
8582,3
60753,2
73174,1
40370,3
53886,1
18779,1
25128,0
55362,1
23799,3
46362,3
42827,0
586,3
74961,1
13709,0
67986,1
61406,1
49624,0
76528,1
49276,3
2982,1
13630,3
34863,0
66035,3
35335,2
78456,1
49673,3
71897,1
62168,3
70013,1
67271,3
77072,3
49528,3
50853,3
16356,1
60738,1
19927,0
18265,0
62662,3
43995,3
14930,3
33419,2
41653,3
13618,1
24628,3
67660,1
54988,3
77664,1
40677,1
14145,3
12447,2
71040,1
59094,3
9561,3
1575,2
2254,1
35612,1
77106,3
53945,3
75889,3
57203,0
1281,1
75453,3
52595,1
34338,0
72967,1
25891,1
45653,0
13270,3
23286,1
10297,3
1501,1
272,3
62259,1
69771,0
55816,0
47444,3
48323,3
73677,1
46816,1
73629,1
69735,0
36669,3
30997,1
53776,1
6288,1
34331,3
13082,1
6234,3
78409,1
58029,1
7105,0
24670,3
46131,1
15387,0
7632,1
13492,1
27991,0
12285,0
41425,1
32276,1
72996,0
19312,3
53658,1
50221,3
41619,3
22858,3
417,3
78076,3
35563,3
45259,1
55884,3
44966,3
22020,3
25603,1
7237,1
56850,1
21102,3
79472,1
25495,3
9149,1
4267,1
16244,2
32131,1
23742,3
46855,0
10009,0
12788,3
19701,1
64163,0
22919,1
14019,3
77869,0
61198,1
40976,1
14572,3
48918,0
3798,3
24906,3
44089,1
3131,1
73441,1
16358,3
40247,3
23372,1
3914,1
15019,3
40513,1
39785,3
48644,1
67092,3
51621,3
20887,3
29800,1
61093,3
29452,1
40946,0
65743,3
31095,0
35052,1
40389,3
79357,3
19016,1
8440,3
67196,3
27975,3
19556,1
72937,1
18563,1
5222,1
65997,1
57749,1
16368,3
55130,0
52943,1
5292,1
67890,2
62569,3
29457,1
47233,3
58646,3
66129,1
43699,1
73525,3
45296,2
52628,3
50002,1
53566,0
12527,3
25403,0
56014,3
48156,3
17491,3
73129,0
59537,1
73825,3
22868,3
37356,1
1543,0
34286,3
73923,0
77443,2
47560,3
38517,3
9925,0
59168,2
30629,3
14159,0
63662,1
11548,3
12430,3
47380,1
68071,1
78459,3
4796,3
68216,3
75489,3
36333,3
362,1
23380,0
8677,3
9562,3
13788,3
64630,3
61728,0
54190,3
56975,3
19511,3
49654,3
6396,3
23657,3
40176,1
39658,0
9019,3
38958,1
51651,3
18654,3
35626,1
23126,1
15374,1
56465,0
19291,3
54076,3
80779,3
33795,1
62478,0
38239,3
8326,1
31479,0
26387,3
38209,3
21139,1
9878,1
42284,3
8098,0
76855,0
19461,0
9792,3
50179,0
62264,1
20992,3
77382,3
31380,0
5214,1
67754,1
78883,1
79642,3
17732,1
70613,3
13525,3
81057,1
71559,1
34344,0
29567,3
56185,1
75895,3
65801,3
72286,3
39675,3
60267,0
35586,3
475,1
60966,3
55523,3
69997,3
68980,0
73254,0
80129,1
18177,1
33212,1
67578,3
60798,0
62779,3
36518,3
69447,3
71870,3
62871,3
54405,1
52439,0
70274,3
74179,2
32318,1
44338,1
12844,3
54700,3
39335,1
14222,3
67597,3
32220,3
76583,3
14773,0
17589,1
11210,1
62756,1
41575,0
34680,1
63915,3
80813,0
40394,3
21043,3
77950,3
12353,3
59434,3
24534,1
44969,1
75461,1
22204,3
75409,0
73578,1
58527,0
11773,3
28955,1
55583,1
10432,0
57787,1
15939,3
49200,1
12083,1
32866,1
34737,3
47217,3
28929,1
65319,3
52795,1
67429,1
13526,3
53146,3
3355,3
35945,0
70121,0
41154,0
55238,3
62541,3
74672,3
4712,1
63512,0
68440,0
30621,1
216,0
51326,1
12386,3
57978,0
28335,0
34790,3
11812,3
39987,1
73542,0
26345,3
41955,3
27964,3
24781,3
37445,1
50827,3
60260,0
63706,3
42008,0
75865,3
12853,2
33684,3
40932,1
43265,1
37439,1
70443,1
19217,0
72706,3
41772,3
17141,0
70193,1
35617,1
65118,1
40885,1
80349,1
17296,3
79358,3
60395,3
31265,3
35026,1
11585,3
9024,1
59669,3
64372,1
57499,3
77909,3
73163,3
8235,3
78529,3
56146,1
29243,3
53407,1
41537,1
75930,1
4935,1
10029,3
49321,0
49705,3
80256,3
80670,3
34943,3
19849,0
40384,3
13856,0
6953,3
58844,3
12131,3
10962,0
6316,0
23200,1
38747,3
61998,0
33316,3
14643,1
328,3
68308,1
69018,1
22085,3
74148,1
15278,1
25031,3
53141,3
66414,1
41764,1
61034,3
54899,1
57321,3
77068,3
30317,1
66596,3
75615,1
58976,3
45848,3
58277,1
45022,1
39674,3
10371,1
67200,3
64730,1
270,3
73382,0
18586,3
65881,3
21047,3
63818,1
60893,3
80918,1
24867,0
70281,0
28137,0
72868,1
39292,0
75553,1
30274,0
60042,1
32126,0
24973,1
7729,3
33830,1
18498,3
22372,3
68302,1
59590,3
980,3
59625,1
10126,0
69766,1
30153,3
63894,3
47791,1
59436,3
38470,1
74769,3
39554,3
38026,3
24206,3
79595,3
19832,1
24418,1
76547,3
15651,3
52814,3
72340,0
41501,3
58477,3
14061,0
77658,1
23630,3
12753,3
62221,3
49541,3
11902,1
3066,1
39252,3
39607,1
41875,3
75027,1
34147,3
32858,1
62923,3
64031,3
37558,0
35460,0
33509,1
54049,3
21610,0
27069,0
28079,2
23364,3
35250,1
65013,3
65463,0
53303,1
42329,1
15798,3
7742,0
11904,2
55473,3
4303,1
10421,0
44119,1
10496,3
24705,0
19373,3
19490,0
44219,3
23686,3
50920,3
35856,1
73472,2
73132,1
7143,1
68050,3
48317,3
18255,0
53403,1
73315,3
10242,3
74345,1
6052,3
42300,3
47386,1
79215,3
6328,3
7474,1
25417,0
43272,0
72138,1
52304,3
999,1
51336,1
42632,0
76526,2
3545,1
19387,0
47895,1
22109,3
56123,0
8383,1
70325,3
66050,0
73228,0
31647,3
61468,0
10008,2
17181,3
45743,3
54436,3
40671,3
34102,1
44532,3
72405,0
41902,3
50562,1
59971,0
8736,1
59721,3
44079,1
21886,3
53438,3
13564,1
23207,1
71390,1
7216,1
65826,1
5761,1
27570,3
21749,3
2391,1
76045,3
2797,1
16248,1
51888,1
28324,3
60706,3
35653,0
70644,3
16597,0
46979,1
68067,3
61983,0
44070,1
54192,3
56634,0
73438,3
8751,3
16816,2
48549,3
15142,3
60149,1
262,1
30554,3
16015,1
4972,3
25986,3
1744,3
23348,3
65646,3
70696,0
2077,3
71714,3
7672,3
79683,1
9020,3
49335,3
39149,0
31144,1
250,0
16392,1
49441,0
26791,1
54246,0
14252,3
42121,1
63000,3
52739,1
40490,3
49198,1
61022,3
78581,2
4908,3
30338,3
78566,3
64123,0
62858,1
59910,3
49015,1
11605,3
42114,1
6945,0
59996,3
40841,1
39337,1
27225,1
64826,3
69570,1
16584,3
56589,3
55457,1
66926,1
41928,1
44754,1
40742,0
25188,0
45138,1
46438,3
76393,1
78572,3
53614,3
1664,3
80975,3
48661,0
57638,1
54484,0
10081,3
79812,1
77959,1
59677,1
35122,1
10575,0
76809,3
63858,3
76099,1
64285,3
14086,0
42432,3
64678,0
70259,3
39744,0
42403,1
48540,3
31623,1
62333,1
46241,1
53584,0
33794,0
46004,1
56417,3
686,0
61965,3
21054,3
73409,0
18956,3
50296,3
2135,1
61144,3
39363,3
76193,3
61309,1
31162,1
7327,3
54159,3
35948,3
9660,1
1092,0
14411,1
43492,0
47465,0
63383,0
79419,3
78054,3
19388,0
32432,1
396,3
2785,1
43269,1
67253,1
63414,1
15476,0
64609,1
61047,3
54967,2
74045,1
48053,3
170,1
17164,3
63615,3
67877,3
25160,0
10213,3
31451,0
24926,3
46603,3
10375,3
46160,1
38528,1
10415,1
30680,3
55806,0
66136,3
10999,1
78462,0
40333,3
42627,1
18948,3
71670,0
76610,1
52881,0
19801,0
11625,0
33446,1
25952,3
42651,1
35727,3
61019,3
43605,3
63521,1
17145,1
77173,1
3037,1
20401,3
18401,3
3419,3
60698,0
63114,0
67461,1
23592,3
36789,3
78633,3
15538,0
65045,3
49521,0
17731,1
9654,1
37984,0
7309,3
63066,3
75397,1
4813,3
42654,1
54972,0
67794,3
13326,0
745,3
47747,1
22437,0
34464,1
71709,1
30050,1
15901,3
69275,1
43707,1
1077,1
6720,1
81053,1
71908,3
27072,1
31523,1
59259,3
1318,1
64460,0
67041,3
57039,3
61975,1
68186,0
71891,0
53633,1
78758,0
3676,1
62098,1
40637,0
54993,1
27717,3
51270,3
14673,3
58980,3
53799,1
6754,3
74565,1
75911,3
59905,3
21753,3
13561,1
52208,3
29920,0
16987,0
34339,1
2161,1
71398,3
45677,0
59487,1
24627,3
38219,1
1478,3
33247,3
24337,3
8206,3
27755,3
58892,0
5576,1
52029,3
6388,0
72600,1
12606,0
17133,1
44043,3
79875,1
56336,3
76073,1
71662,3
21616,3
49912,1
25696,1
49712,1
36052,1
11667,1
57047,3
482,3
78144,1
44613,3
248,3
21674,1
41856,0
8954,3
66475,3
28494,3
50175,0
6987,0
77978,3
12995,3
78217,1
11634,3
63669,0
35417,3
12376,1
25542,3
58658,2
76463,1
70959,1
32188,3
55086,3
3793,3
63980,3
71507,1
80830,1
49260,3
11197,1
15513,1
15423,1
38606,3
11765,2
59268,3
28863,0
76600,0
70551,3
65855,3
7072,3
58583,1
10838,1
64086,3
20702,1
20443,1
66007,3
38654,1
47181,1
32722,3
37559,1
73343,1
21166,1
50471,3
67191,1
30526,3
59564,3
32613,1
40999,3
29261,3
53654,1
17844,1
67565,3
29313,1
20235,3
1551,3
1970,0
68185,0
14261,1
6920,3
45068,3
18275,1
79801,3
8701,3
41381,2
63607,1
54793,1
45031,0
28910,1
36545,1
36353,3
75555,3
34893,3
52283,3
53692,3
17964,0
55495,0
57449,1
295,1
13751,1
35718,1
50977,1
51124,1
35734,1
37444,1
35905,3
37254,3
24948,3
17914,3
29957,3
48530,1
34534,1
63362,1
38882,3
50461,3
51327,1
3396,0
4246,1
77234,1
47826,1
80767,1
2004,1
68784,0
6280,3
76024,3
62482,1
29306,1
53371,3
72344,3
39084,3
54540,3
52386,3
47607,3
63522,1
17317,1
75323,1
75074,0
3279,1
39505,1
23943,1
57580,1
73219,3
24958,1
1131,0
41355,1
6296,1
55887,3
77810,1
47133,1
51065,1
14569,3
15884,3
7058,3
64617,1
12075,3
48552,1
78765,3
5485,0
62263,1
26740,3
61719,0
10403,0
79199,1
28740,3
70868,3
10723,1
16749,1
54744,1
37966,0
76614,0
74288,1
23761,1
16654,3
21594,3
77218,0
79865,3
67095,1
11209,1
48405,1
10259,3
32649,0
7920,3
55527,3
76247,3
73238,3
29429,3
37960,2
10502,3
57876,3
70032,1
2969,3
46198,3
41370,0
45115,3
48050,3
78120,3
25182,1
76977,1
8279,3
32243,1
6153,1
2370,3
48198,3
16644,1
44274,3
48843,1
46726,0
71048,1
51247,1
72230,3
60202,3
3298,1
505,3
25684,3
53340,1
60475,3
47501,3
21343,1
8402,1
55555,3
63452,0
73062,1
986,1
17492,3
75669,1
60242,0
52,3
69422,3
46395,0
26677,1
21815,1
64561,3
37082,3
41790,3
43695,3
45263,3
33899,1
12690,0
36715,3
73887,1
70164,1
5124,3
64849,1
21947,3
65102,3
1060,1
80428,1
45624,3
36515,3
73584,3
41294,1
11916,1
74577,3
40303,1
101,3
40807,0
42992,3
9349,3
62243,1
46583,1
62617,1
80107,3
67138,3
2864,3
27102,1
34158,2
38637,3
39636,3
3698,3
73380,1
73582,1
21177,3
6731,0
31725,3
37934,3
77450,0
65062,0
37979,3
6269,3
38482,1
18478,1
38347,2
45146,3
26294,3
77722,3
36496,3
24859,0
77537,3
59661,1
7451,1
26251,3
64025,1
80279,3
56766,3
51262,3
49973,0
42223,0
23871,1
5496,0
73564,1
15767,1
17556,1
34266,3
33265,3
46949,1
69325,3
11827,0
49596,1
74826,1
36223,1
17841,3
14240,0
53673,1
26381,1
18276,1
77881,1
8375,0
68089,0
5932,0
67370,3
56012,1
6978,3
21358,1
35448,1
42151,3
20548,1
17922,1
12899,0
31557,3
3099,0
20186,1
4948,0
10648,3
2228,0
77632,1
36718,3
79791,3
80244,0
69600,3
24712,1
22834,2
7568,3
43440,3
39174,0
2593,3
54393,1
63831,1
1718,1
71847,0
77758,1
38471,1
23790,1
40638,0
67974,3
37397,3
46273,1
35090,1
63833,1
78731,3
66291,1
54379,3
64389,0
72607,1
49491,3
72895,1
63741,3
75946,0
19441,3
74809,1
33651,1
14259,3
23514,3
33425,3
58458,3
29879,3
44473,3
21969,3
54960,1
54572,1
72751,3
54119,1
33032,3
79691,1
73391,3
15364,1
24040,3
21631,3
7342,3
47537,3
7985,3
18845,1
81083,3
49022,1
63378,1
55405,3
10157,0
1397,3
19235,1
55783,0
51794,0
38962,2
60218,2
59328,3
47841,1
43522,3
12931,1
49838,1
53030,1
44235,1
68742,0
71746,0
17962,1
16469,3
17097,1
23974,3
32715,3
19808,3
6183,1
57356,1
44902,1
40279,0
33173,0
29266,3
33619,1
25445,0
36864,3
78708,1
2824,3
38076,3
45861,3
71794,1
732,1
40691,1
71601,0
38686,1
74882,1
27294,1
3805,3
21410,0
65058,1
14384,1
4287,3
31665,1
47529,1
80556,3
74276,3
79013,3
60938,1
76250,3
60280,0
1300,0
23779,0
81028,0
74476,1
75047,1
76155,1
58344,1
52345,0
46569,3
7774,1
30470,1
8745,1
4513,3
10802,1
15488,1
69245,0
53759,1
44881,1
27408,0
47000,1
19988,3
48696,3
7892,0
42144,0
21334,1
5808,3
36297,1
20906,2
14144,1
56209,2
28056,3
60674,0
62388,0
69429,3
20582,1
37184,1
51968,0
41762,3
23599,3
21218,1
8135,1
39452,3
34516,3
31883,3
10409,0
26771,3
12423,1
130,3
33253,1
14054,0
50170,0
60238,0
50712,3
77455,1
998,3
18046,1
55582,1
51086,1
29724,1
29201,0
44339,0
35467,1
26824,1
23101,0
23850,1
63765,3
7793,3
32540,3
61946,0
20775,1
55610,3
1444,3
16420,1
39135,3
68643,0
47067,3
48030,1
50941,1
58103,3
5827,1
77656,0
53834,3
62606,3
61986,1
52469,3
60903,0
48721,1
41761,3
44285,0
16177,1
44556,1
27859,3
15790,3
24543,2
30994,1
29573,3
59492,3
30728,0
5710,0
9104,3
51685,1
27820,1
73192,1
24840,1
79503,1
4082,1
20423,3
53347,3
28362,3
67547,3
19573,1
77990,3
77307,2
78972,3
28276,3
52581,3
62728,0
19706,3
31228,3
17713,3
13791,2
58039,3
37123,1
74614,3
11495,3
41270,0
15410,3
30923,1
36947,3
55858,2
61244,1
75231,3
8477,3
58011,0
11092,1
51589,3
16599,3
42155,3
35227,1
61994,1
39329,1
53944,3
76942,3
50306,3
56840,1
16731,3
3927,1
31540,3
18124,1
36571,3
10821,3
75502,3
19587,0
3388,1
12275,3
27178,0
69939,3
50395,3
53082,3
51463,3
19364,1
545,0
78522,3
31192,3
31281,1
49610,3
43681,3
31399,0
52288,1
62933,3
29885,3
9106,3
53432,1
24469,3
17328,1
9790,0
7726,3
62828,3
2104,1
32884,3
5381,3
64010,1
45720,1
69923,1
51020,0
3112,1
23336,2
54214,3
60382,1
36196,3
76532,1
44666,3
30991,1
78498,3
16465,1
18236,1
46477,3
56559,1
1580,1
29271,1
65162,3
49235,3
5112,3
30749,2
80338,3
69708,1
57742,3
57539,1
13966,3
3007,1
25687,3
75741,0
61031,3
65570,1
43996,1
69977,1
79496,1
73920,1
43828,3
41891,3
41509,3
16483,3
14069,3
33391,1
42979,1
64193,0
17743,3
77232,1
69698,3
66156,1
22201,1
45596,0
72109,1
44773,1
31800,3
39045,1
30670,3
8343,1
41317,3
41073,1
75312,1
53754,1
70026,3
51486,3
17607,1
52924,0
32283,3
42892,1
16230,1
66497,1
75466,1
74591,1
57459,0
65554,0
1005,1
62710,2
3675,1
59713,1
22651,1
56844,0
39488,3
49313,0
33489,1
43951,3
38951,1
26746,3
74161,0
8970,0
42994,0
35372,3
